Transaction ID;Products;Date;Categories;Codes
T340;FAIR & LOVELY CREM 9 GR, KRIPIK DUA PUTRI TEMPE, KUE BASAH, TEBS SPARKLING MIX FRUIT 330 ML;2023-10-31;KOSMETIK, MAKANAN, MAKANAN, MAKANAN;007768, 042695, WING 4, 853127
T341;EKOMIE 600GR, FRISIAN FLAG 370 GR COKLAT, MIE SEDAP SINGAPORE SPICY LAKSA;2023-10-31;MAKANAN, MAKANAN, MAKANAN;200561, 102204, 203104
T342;MAGIC LEZAT 1 RTG, MERICA, MIE BURUNG DARA PIPIH 140 GR, MINYAK KITA 1LT REFF APICAL, SAJIKU TEPUNG BUMBU 220 GR, TAJIMAS KING 1 PRES, TEPUNG REMPEYEK LOMBOK 1 BALL;2023-11-01;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, ROKOK, MAKANAN;521834, MERICA, 890484, 031857, 084064, KING, 090274
T343;BIORE RELAXING GLOW SOFT SKIN 170ML, FRESH CARE 10 ML HOT, FRISIAN FLAG 370 GR KENTAL MANIS, GULA KELAPA BLITAR 0.25 KG, GULA PUTIH LOKAL, H&S SHP ANTI KETOMBE 1LSN, MERICA, PEPSODENT SIWAK HABBATUS 150+40gr, ROTI SISIR BUNGA MAWAR PUTIH, SNACK MAHKOTA, SOKLIN SMART 800 GR COLOUR, TELUR RAS A;2023-11-01;SABUN, OBAT, MAKANAN, MAKANAN, MAKANAN, SHAMPO, MAKANAN, PASTA GIGI, MAKANAN, MAKANAN, SABUN, MAKANAN;007573, 870151, 101207, 696946, 859384, 297219, MERICA, 583095, 044501, 012114, 605816, 783492
T344;CHACHA 5 GR MILK CHOCOLATE, CUP BOLU 10,5 MM OLIVINE, FF PURE FARM 225 ML STRAWBERY, GULA PUTIH LOKAL, INDOMILK UHT 190 ML COKLAT, MINYAK CURAH 0.5 KG, PADDLE POP BANANA BOAT 42 ML, PLASTIK OPP 10X10, SP SUPER SBLS, TELUR RAS A, TERIGU BIASA, VANILIE CEPUK ISI 6, WIJEN 0.25 KG;2023-11-01;MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;503169, 005400, 033737, 859384, 000062, 074103, 343831, 076737, SP, 783492, 985324, 046526, 623874
T345;GRENDEL BIRU 12, ROSE BRAND 500 GR BERAS, TERIGU BIASA;2023-11-01;ROKOK, MAKANAN, MAKANAN;129891, 115008, 985324
T346;BOOM CINTA 260 GR LAVENDER, CLEVO UHT 115 ML COKLAT, COLDREXIN 60 ML, MAMA LIME 115 ML, NUVO FAMILY 110 GR COOL, NUVO FAMILY 80 GR NATURE, PERMEN BOBO, PIATTOS 18 G RUMPUT LAUT NORI;2023-11-01;SABUN, MAKANAN, OBAT, SABUN, SABUN, SABUN, MAKANAN, MAKANAN;626828, 717004, 060307, 105132, 606158, 602563, PB, 005207
T347;GULA PUTIH LOKAL, HAPPY NAPPY DIAPER M20, MY BABY TELON PLUS 60 ML;2023-11-01;MAKANAN, DIAPERS, OBAT;859384, 801215, 204202
T348;BUBUK KOPI SATU SATU 6.5 G 1 RTG, EKOMIE ISI 2 6 PCS, KECAP SEDAP 70+11 ML 10 PCS, MAGIC LEZAT 1 RTG, MAMASUKA 5 GR 1 RTG, SANTANPAS SANTAN BUBUK 75 ML RTG;2023-11-01;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;030103, 200981, 608039, 521834, 703138, 110015
T349;DAIRY CHAMP 480 G, GULA PUTIH LOKAL, MINYAK CURAH MEGA SURYA;2023-11-02;MAKANAN, MAKANAN, MAKANAN;000577, 859384, 986998
T350;ANDALAN FILTER 12, BLASTER 125 GR CHOCO MINT, MENTOS ZAK MINT;2023-11-02;ROKOK, MAKANAN, MAKANAN;340239, 991384, 020013
T351;BALA BALA KANTONG 0.5 KG, BALA BALA KANTONG 1 KG, MINYAK CURAH MEGA SURYA, PLASTIK 88 1 ONS UNGU;2023-11-02;PLASTIK & MIKA, PLASTIK & MIKA, MAKANAN, PLASTIK & MIKA;076718, 682365, 986998, 075618
T352;ANDALAN FILTER 12 1 PRES, GG SURYA 12 5 PAK, GRENDEL BIRU 12 1 PRES, SAMPORNA AGA 10+2 1 PRESS;2023-11-03;ROKOK, ROKOK, ROKOK, ROKOK;340239, 110129, 129891, 000988
T353;KUE BASAH, MY JELLY 420 GR ISI 30 CUP, PADDLE POP RAINBOW POWER;2023-11-03;MAKANAN, MAKANAN, MAKANAN;WING, 016641, 047207
T354;KRESEK LOREK JATAYU, MIE PANDA KECIL, MINYAK KITA 1LT REFF APICAL;2023-11-03;PLASTIK & MIKA, MAKANAN, MAKANAN;256662, MIEP, 031857
T355;CHITATO 15 GR BBQ, FRENCH FRIES 24 GR, MIE SEDAP KOREAN SOUP;2023-11-04;MAKANAN, MAKANAN, MAKANAN;598018, 281481, 202619
T356;ANDALAN FILTER 12 1 PRES, GG SURYA 12  1 PRES, GRENDEL UTAMA 1 PRES, INDOMILK KENTAL MANIS COKLAT 37 GR, KECAP SAWI 40 GR SCT 1 RTG, MASAKO 11 GR SCT SAPI 1 RTG, NOMOS PREMIUM  10 PCS, ROYCO SAPI 9 GR 1 RTG, SAMPORNA AGA 10+2 1 PRESS, SUSU JAHE SIDOMUNCUL 1 RTG, TAJIMAS GOLD GRENJENG 1 PRES, TAJIMAS KING 1 PRES, VAPE JUMBO PREMIUM 10 BKS;2023-11-04;ROKOK, ROKOK, ROKOK, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT, MAKANAN, ROKOK, MAKANAN, ROKOK, ROKOK, OBAT NYAMUK KECOA SEMUT;340239, 110129, 122199, 001359, 211960, 033147, 300256, 502409, 000988, 853100, 076009, KING, 130585
T357;BAWANG PUTIH, DESAKU KETUMBAR BUBUK 20 GR, KANTONG TGG, MINI CONCERTO 30 ML 1 PCS, PATI ROSE BRAND LOS, ROSE BRAND 500 GR BERAS, SODA KUE R&W;2023-11-05;MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN;896564, 931107, 304048, MC, 894373, 115008, 102106
T358;BUBBLE MATA, EKONOMI POWER LIQUID 105 +27 ML, KECAP SEDAP POUCH 63 ML, KETUMBAR;2023-11-05;MAKANAN, SABUN, MAKANAN, MAKANAN;280229, 611701, 608039, 469856
T359;CAMEL KRETEK 12, HANANIA ROTI WARNA-WARNI, INDOMILK UHT 115 ML COKLAT, KRIPIK SINGKONG, MIE SEDAP GORENG, MITRA SAUDARA SNACK, NUVO FAMILY 80 GR CARE PROTECT, WALLS COOKIES & CREAM 57 ML, YAKULT;2023-11-06;ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN;370311, 048903, 000239, 041802, 200301, 311318, 610742, 598044, YY
T360;BAWANG PUTIH 1 ONS, BERAS INI BERASKU IR SUPER 25 KG, KECAP SAWI REF 100 ML, ROSE BRAND 500 GR KETAN, TIRTA SAOS TOMAT;2023-11-06;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;896564, 010132, 211700, 135006, 040600
T361;AITO 11 ML, EKONOMI POWER LIQUID 10 POUCH, GARDEN OF NAEEM 75 GR TAIFI ROSE, INSTO REGULER 7,5 ML, NUTRISARI 14 GR JERUK EXT MANIS 1 R, NUTRISARI 14 GR JERUK PERAS 1 RTG, ROHTO 10 ML 10 PCS, SHINZUI 100 GR KIREI 1 LSN, TELON LANG 30 ML 3 PCS;2023-11-07;OBAT, SABUN, SABUN, OBAT, MAKANAN, MAKANAN, OBAT, SABUN, OBAT;420038, 611701, 533495, 220061, 010414, 010711, 100026, 512285, 110135
T362;GG DJAYA HIJAU 12, GG SURYA 12  1 PRES, ZINC SHP HIJAB ACTIVE 10 ML 1 LSN;2023-11-07;ROKOK, ROKOK, SHAMPO;502122, 110129, 109093
T363;BIHUN JAGUNG PADAMU 380 GR MERAH, MASAKO 11 GR SCT SAPI 1 RTG, ROSE BRAND 500 GR BERAS, ROSE BRAND 500 GR KETAN, SASA 50 G, TERIGU BIASA;2023-11-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;700031, 033147, 115008, 135006, 943017, 985324
T364;GULA PUTIH LOKAL 10 KG, MAMA LIME 115ML 10 PCS, SPALDING SPRAY 50 ML;2023-11-09;MAKANAN, SABUN, KOSMETIK;859384, 105132, 040129
T365;CAMP MY CUP 60 ML CHOCO STRAW, KUE BASAH, PANIR PANKO 1 ONS;2023-11-11;MAKANAN, MAKANAN, MAKANAN;700163, WING, 784348
T366;GRENDEL UTAMA 1 PRES, INDOMILK KENTAL MANIS COKLAT 37 GR, MASAKO 11 GR SCT SAPI 1 RTG, MILO ACTIV-GO 22 GR 1 RTG, ROYCO SAPI 10 GR 1 RTG, SARIMURNI 1.8 G 6 SCT 1 LSN, SOKLIN SOFT 55 G FRESH P 1 LSN, SUSU JAHE SIDOMUNCUL 1 RTG, TEH SARI WANGI ASLI 4PCS 1 LSN, TOP KOPI MURNI 165 GR 10 BKS, VAPE JUMBO PREMIUM 10 BKS;2023-11-11;ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT;122199, 001359, 033147, 521797, 046651, 502003, 610452, 853100, 540333, 200646, 130585
T367;BELFOODS CHICKEN NUGGET 170 GR, BELFOODS CRUNCHY NUGGET 140 GR, LARUTAN K3 KLG 320 ML JERUK, MINYAK CURAH MEGA SURYA, NUTRISARI 11 GR JERUK EXTRA MANIS R, NUTRISARI SCT FORIDA ORANNGE RTG, WARDAH CREAMY F + SMOOTH GLOW 50 ML;2023-11-11;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN;899523, 899943, 500308, 986998, 010414, 006110, 690942
T368;GULA PUTIH LOKAL, INDOMILK SKM 37 GR SCT COKLAT, KOPI LUWAK WHITE KOFFIE 20 GR 1 RTG, PLASTIK OPP 8X15, SP SUPER SBLS, TERIGU SEGITIGA;2023-11-11;MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN;859384, 001359, 101289, 076504, SP, 845924
T369;JOLLY FACIAL SOFT PACK 250S, QEEYA TAWAR CASINO, VANILIE CAIR KAPAL LAJAR;2023-11-11;TISSU & KAPAS, MAKANAN, MAKANAN;170580, 044708, 990133
T370;DAIA SOFT VIOLET SCT 53 GR 6 PCS, MEDICARE 90 GR ACTIVE, MEDICARE 90 GR BLACK;2023-11-12;SABUN, SABUN, SABUN;610230, 121204, 260026
T371;CLOSE UP GREEN 75 GR, INDOMIE GORENG 85 GR AYAM GEPREK, LIFEBUOY TS TOTAL 10 4X100GR;2023-11-12;PASTA GIGI, MAKANAN, SABUN;574376, 043433, 045920
T372;INACO NATA CUP 200 G LECI, KUE BASAH, WALLS FEAST DUO 60 ML;2023-11-12;MAKANAN, MAKANAN, MAKANAN;932210, WING 4, 594602
T373;AQUA 600 ML, ROTI SISIR BUNGA MAWAR PUTIH, SARI ROTI SOBEK COKELAT, SARI ROTI TAWAR JUMBO;2023-11-12;MAKANAN, MAKANAN, MAKANAN, MAKANAN;101053, 044501, 710019, 953270
T374;BONCABE BIG PUFF 25 GR ROASTED CORN, CIPTADENT 75 GR FRESH MINT, INDOMIE RASA AYAM SPESIAL, LIPSTICK SKIVA, MIE SEDAP BAKED 87 GR GORENG, TARO NET 3D POTATO SP TORNADO CHEES;2023-11-14;MAKANAN, PASTA GIGI, MAKANAN, KOSMETIK, MAKANAN, MAKANAN;190449, 6109956, 010046, 789609, 623988, 680534
T375;ANDALAN KRETEK 12 1 PRES, GRENDEL UTAMA 1 PRES, KAPAL API 6.5 G 1 RTG, SEDAP SOTO 10 PCS, TAJIMAS GOLD GRENJENG 1 PRES, TOP COFFE GULA AREN 22 GR 1 RTG;2023-11-14;ROKOK, ROKOK, MAKANAN, MAKANAN, ROKOK, MAKANAN;340321, 122199, 105584, 200325, 076009, 202626
T376;MIE SEDAP AYAM BAWANG, MIE SEDAP GORENG, MIE SEDAP KOREAN SOUP, MIE SEDAP SOTO, ZINC HIJAB ACTIVE 10 ML1 PACK;2023-11-15;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SHAMPO;200318, 200301, 202619, 200325, 109130
T377;EKONOMI POWER LIQUID 105 +27 ML, GG SURYA 12, SALEP PAGODA;2023-11-15;SABUN, ROKOK, OBAT;611701, 110129, 996472
T378;BUBUK KOPI SATU SATU 6.5 G 1 RTG, GULA PUTIH LOKAL, KECAP SEDAP 70+11 ML 10 PCS, MIE PANDA 1 GDL, MINYAK CURAH 0.5 KG, RINSO MOLTO 48 GR 1 LSN, SEDAP GORENG 10 PCS, SEDAP SOTO 10 PCS, TAJIMAS GOLD GRENJENG 5 PAK, TEPUNG CRISPY CAP JEMPOL 1 BALL;2023-11-15;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN, ROKOK, MAKANAN;030103, 859384, 608039, MIEP, 074103, 047245, 200301, 200325, 076009, 030030
T379;CHEW-EEZ LONG 10 GR, GERY CHOCOLATOS 6 GR WAFER ROLL, MIE PANCING, MY JELLY 70 GR ISI 5;2023-11-16;MAKANAN, MAKANAN, MAKANAN, MAKANAN;260277, 311608, 046782, 016627
T380;MINYAK CURAH MEGA SURYA, ROMA KELAPA 300 GR, SEHAT 65 GR MILD BLUE, SEHAT 65 GR RED;2023-11-16;MAKANAN, MAKANAN, SABUN, SABUN;986998, 301142, 622680, 622673
T381;CAMP MY CUP 60 ML CHOCO STRAW, DJ 76 FILTER GOLD 12, NUTRISARI 14 GR JERUK PERAS 1 RTG, SARIMI ISI 2 GORENG RASA AYAM KECAP;2023-11-16;MAKANAN, ROKOK, MAKANAN, MAKANAN;700163, 101309, 010711, 6048704
T382;BIO+ DISHWASH JERUK NIPIS 50 ML, GRENDEL UTAMA 1 PRES, GULA PUTIH LOKAL, TOP KOPI MURNI 7 GR 1 RTG;2023-11-17;SABUN, ROKOK, MAKANAN, MAKANAN;304299, 122199, 859384, 200615
T383;KANZLER SINGLES 60 GR GOCHUJANG, NESTLE GOODNES KURMA MILK 189 ML, REX WMN POWDER DRY 50 ML, SNACK MAHKOTA;2023-11-17;MAKANAN, MAKANAN, KOSMETIK, MAKANAN;668243, 525399, 049492, 012114
T384;BOOM CINTA 260 GR LAVENDER, DAIA 300 GR BUNGA, GULA PUTIH LOKAL, KECAP SEDAP POUCH 63 ML, KRIPIK SINGKONG SUMBU, MI TELUR CAP 3 AYAM ISI 2, MINYAK INL SP REFF 900 ML, ROYCO SAPI 9 GR 1 RTG, TEH RIO MELATI;2023-11-17;SABUN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;626828, 601429, 859384, 608039, 665211, 000108, 150195, 502409, 50037
T385;ANDALAN FILTER 12 1 PRES, DIAPET, KECAP SAWI PLB 60 GR 1 RTG, SAMPORNA AGA 10+2 1 PRESS, TAJIMAS KING 1 PRES, TEH RIO MELATI;2023-11-18;ROKOK, OBAT, MAKANAN, ROKOK, ROKOK, MAKANAN;340239, 144060, 101032, 000988, KING, 50037
T386;KECAP SEDAP 70ML 1 LSN, MINYAK CURAH MEGA SURYA, SPARROW COKLAT BLOCK, TEH SARI WANGI ASLI 4PCS 1 LSN, TERIGU BIASA;2023-11-19;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;608039, 986998, 046409, 540333, 985324
T387;ENERGEN 30 GR COKLAT, MENTOS ZAK MINT, MILKUAT 70 ML JERUK, MILO UHT 110 ML;2023-11-20;MAKANAN, MAKANAN, MAKANAN, MAKANAN;440049, 020013, 060104, 523081
T388;GIV 80 GR ROSE & ALMOND, INDOMILK KENTAL MANIS COKLAT 37 GR, KOPIKO 175 GR COFFE, PETIS RAJAWALI, SUNLIGHT 650 ML JERUK NIPIS;2023-11-21;SABUN, MAKANAN, MAKANAN, MAKANAN, SABUN;888622, 001359, 330722, 119977, 589189
T389;EKOMIE ISI 2, INTERMI GORENG, KACANG HIJAU SUPER 0.25 KG, SHINZUI 80 GR KIREI, TERIGU BIASA;2023-11-21;MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN;200981, 021219, 416695, 512285, 985324
T390;MIE SEDAP AYAM JERIT, PRIANGAN 7000, SNACK MAHKOTA, SOSIS KIMBO  SO NICE  IGA BAKAR, ZEE 40 GR VANILA;2023-11-24;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;626842, 706630, 012114, SS, 064026
T391;HIT SPRAY 200 ML ORANGE, ROTI SISIR BUNGA MAWAR PUTIH, TAWAR BESAR MAWAR;2023-11-25;OBAT NYAMUK KECOA SEMUT, MAKANAN, MAKANAN;120407, 044501, 040508
T392;KUE BASAH, PERMEN HAWAI JAMIN, TAJIMAS KING;2023-11-25;MAKANAN, MAKANAN, ROKOK;WING 4, 185751, KING
T393;BALA BALA KANTONG 1 KG 1 GDL, GRENDEL BIRU 12 1 PRES, KRESEK LOREK JATAYU, SOKLIN SOFT 55 G FRESH P 1 LSN, TAJIMAS KING 1 PRES, TERIGU BIASA, TOP KOPI MURNI 7 GR 1 RTG;2023-11-25;PLASTIK & MIKA, ROKOK, PLASTIK & MIKA, SABUN, ROKOK, MAKANAN, MAKANAN;682365, 129891, 256662, 610452, KING, 985324, 200615
T394;INTERMI GORENG, PRO GUARD BIRU 110 GR, SARI ROTI KLASIK KASUR KRIM MESSES, SARI ROTI SOBEK COKELAT;2023-11-27;MAKANAN, SABUN, MAKANAN, MAKANAN;021219, 619066, 996321, 710019
T395;CAMP MY CUP 60 ML CHOCO STRAW, INDOMIE RASA AYAM SPESIAL, MILK LIFE CHOCOLATE 125 ML;2023-11-27;MAKANAN, MAKANAN, MAKANAN;700163, 010046, 9110042
T396;ANDALAN FILTER 12 5 PAK, DJ SCORE TEH MANIS 12 5 PAK, DJI SAM SOE 12 1 PRESS, GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA ISI 5 PACK, TAJIMAS GOLD GRENJENG 5 PAK, TAJIMAS KING 1 PRES, TAJIMAS SUPERIOR 12;2023-11-28;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK;340239, 101536, 028234, 110129, 129891, 122199, 076009, KING, 573243
T397;INDOMILK UHT 115 ML STRAWBERY, MILK LIFE CHOCOLATE 125 ML, TAJIMAS GOLD GRENJENG;2023-11-28;MAKANAN, MAKANAN, ROKOK;000253, 9110042, 076009
T398;CAMP FANTASY STROBERI, PIATTOS SAPI PANGGANG 18 GR, TELUR ASIN;2023-11-29;MAKANAN, MAKANAN, MAKANAN;971013, 005153, TA
T399;COCA-COLA 390 ML BOTOL, GOOD TIME DOUBLE CHOC 26,5 GR, SAMPOERNA AGA 10+2;2023-11-29;MAKANAN, MAKANAN, ROKOK;002015, 030950, 000988
T400;HILO CHOCOLATE 14 GR, PATI MATAHARI, ROSE BRAND 500 GR BERAS;2023-11-30;MAKANAN, MAKANAN, MAKANAN;030146, 046758, 115008
T401;CLEVO UHT 115 ML COKLAT, DAIA CLEAN & FRESH HIJAB 280 GR, GULA PUTIH LOKAL, SEHAT 65 GR MILD BLUE;2023-11-30;MAKANAN, SABUN, MAKANAN, SABUN;717004, 618298, 859384, 622680
T402;BERAS ZAK BIRU, GULA PUTIH LOKAL, MINYAK CURAH MEGA SURYA, TEH SARI WANGI ASLI 4 PCS, TELUR RAS A;2023-11-30;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;074013, 859384, 986998, 540333, 783492
T403;ABC SELERA PEDAS NAMPOL 80 GR, INDOMIE PREMIUM TAKOYAKI 91 GR, ROTI SISIR BUNGA MAWAR PUTIH;2023-12-01;MAKANAN, MAKANAN, MAKANAN;132324, 040128, 044501
T404;CLIP BOARD TRANSPARAN ESELON, MIE SEDAP GORENG, POCKY 20 GR COOKIES CREAM, SULFADIAZIN 1 LBR;2023-12-03;ALAT TULIS KANTOR, MAKANAN, MAKANAN, OBAT;172058, 200301, 4000086, 333222
T405;EMERON HIJAB CLEAN & FRESH 10 ML 1, GENTLE GENT 3+1, GULA PUTIH LOKAL, LIFEBUOY SHP SCT V10 ML KUAT BERKIL;2023-12-03;SHAMPO, SABUN, MAKANAN, SHAMPO;108003, 401217, 859384, 027032
T406;GULA PUTIH LOKAL, INDOFOOD SCT SAMBAL PEDAS 9 GR, MARY QUENN 16 GR CASHEW NUTS CHOCOL, MUTIARA CAP KUCING, POTEITOS 12 GR BARBEKU, YUPI DINO LAND 8.5 GR;2023-12-03;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 400410, 925390, 041710, 871145, 945240
T407;BERAS 64 KEMASAN 5 KG, CLIP BOARD KIKY GAMBAR, GULA PUTIH LOKAL, HANAROSE SOZIS BRATWURST 500 GR, INI BERASKU 5KG, KARA SANTAN CAIR 65 ML, KRESEK LOREK JATAYU, MINYAK KITA 1LT REFF APICAL, PANTENE 135 ML NATURE CARE, TESSA TP-22 NATURAL SOFT 250S 2PLY, VISION KOTAK TANGGUNG;2023-12-03;MAKANAN, ALAT TULIS KANTOR, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, SHAMPO, TISSU & KAPAS, ALAT TULIS KANTOR;464654, 027672, 859384, 040559, 181818, 781025, 256662, 031857, 400909, 005228, 896879
T408;CHIKI BALLS 16 GR CRAFTY CHEESE, CHIZMILL BALLS 16 GR GRANA CHEESE, INDOMILK UHT 115 ML COKLAT, PIATTOS BBQ 18 GR, QTELA 23 GR BARBEQUE;2023-12-03;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;590098, 030434, 000239, 005252, 611601
T409;CHO-CHO JOY 20 GR, DJ MLD BLACK S 12, MIE SEDAP BAKED 87 GR GORENG;2023-12-03;MAKANAN, ROKOK, MAKANAN;954093, 108384, 623988
T410;GALETTO 250 GR DARK CHOCO, GIV 80 GR EXOTIC GLOW, MAMA LEMON 58 ML, MARINA H&B NAT 188 ML RICH MOISTURI, ROYCO SAPI 9 GR 1 RTG, SOKLIN SOFT 275 GR RED;2023-12-04;MAKANAN, SABUN, SABUN, KOSMETIK, MAKANAN, SABUN;523265, 602389, 105125, 956804, 502409, 610445
T411;AQUA 1500 ML, GG SURYA 12, GRENDEL BIRU 12;2023-12-04;MAKANAN, ROKOK, ROKOK;101091, 110129, 129891
T412;CHITATO LITE RUMPUT LAUT 14 GR, DANCOW UHT 115 ML COKLAT, KUE BASAH;2023-12-04;MAKANAN, MAKANAN, MAKANAN;732009, 422735, WING
T413;DOWNY 10 ML MYSTIQUE, EKONOMI POWER LIQUID 105 +27 ML, SALAD BUAHPISANG COKLAT, TERIGU SEGITIGA;2023-12-05;SABUN, SABUN, MAKANAN, MAKANAN;111494, 611701, 526621, 845924
T414;ANDALAN FILTER 12 1 PRES, DJ DS MILD 20, DJ GEO MILD 16, DJ SCORE TEH MANIS 1 PRES, DJ SUPER 12 1 PRES, GG DJAYA HIJAU 12 1 PRES, GG SURYA 12  1 PRES, KOREK GAS ISI 10, MINYAK CURAH MEGA SURYA;2023-12-06;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, BAHAN BAKAR, MAKANAN;340239, 101361, 101014, 101536, 101019, 502122, 110129, 020238, 986998
T415;BERAS PANDA 3KG, DODO COTTON BUDS 122, GULA PUTIH LOKAL, HONAGA  T-50, KACANG GORENG KAPAL TERBANG BESAR, PEPSODENT 190GR WHITE ACTION 123;2023-12-06;MAKANAN, TISSU & KAPAS, MAKANAN, PERLENGKAPAN KAMAR MANDI, MAKANAN, PASTA GIGI;373070, 112262, 859384, 789789, 046309, 030186
T416;AQUA 1500 ML, AQUA 600 ML, BIG BABOL 20 GR STRAWBERY, FRISIQAN FLAG SKM 260GR COKELAT, MILO ACTIV-GO 22 GR 1 RTG, PIATTOS SAMBAL GEPREK 35 GR, SARI ROTI DORAYAKI COKELAT, SOKLIN SOFT 215 GR  PURPLE, TAWAR BESAR MAWAR;2023-12-06;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN;101091, 101053, 012106, 722747, 521797, 004859, 952549, 610070, 040508
T417;COUNTRY RED 20, JELLY KIKO 20X10X50 ML, MY JELLY 210 GR ISI 15;2023-12-07;ROKOK, MAKANAN, MAKANAN;198871, 002088, 016634
T418;GULA PUTIH LOKAL, PEWARNA R&W BIRU, PEWARNA R&W HIJAU MUDA, PEWARNA R&W MERAH TUA;2023-12-07;MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 101430, 101317, 101102
T419;CUSS BABY CREAM 50GR BLUEBERRY, POCKY 11 GR STRAWBERRY, TELUR ASIN;2023-12-07;PERLENGKAPAN BAYI, MAKANAN, MAKANAN;014326, 4000123, TA
T420;ANDALAN KRETEK 12 1 PRES, GRENDEL UTAMA 1 PRES, TAJIMAS GOLD GRENJENG 1 PRES;2023-12-07;ROKOK, ROKOK, ROKOK;340321, 122199, 076009
T421;ANDALAN FILTER 12 5 PAK, MASAKO 11 GR SCT SAPI 1 RTG, TAJIMAS KING 1 PRES;2023-12-08;ROKOK, MAKANAN, ROKOK;340239, 033147, KING
T422;CHIKI BALLS 16 GR KALDU AYAM, CHITATO 15 GR BBQ, CLEVO UHT 190 ML COKELAT, INDOMIE GORENG 85 GR, K NAT BW 60 ML WHITE ALOE VERA, MINYAK KITA 1LT BOTOL AMALY, SALAD BUAHPISANG COKLAT, SOKLIN LANTAI 90ML ROSE BOUQUET, SOKLIN LIQUID 100 ML SCARLET BLOSSO;2023-12-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN, PERLENGKAPAN KAMAR MANDI, SABUN;590197, 598018, 005774, 010947, 614856, 031826, 526621, 608220, 805384
T423;KOBE SELERA SAUS TIRAM 20GR, MAMASUKA 8 GR KUAH BAKSO, TOP PLUS GULA 18 GR 1 RTG;2023-12-09;MAKANAN, MAKANAN, MAKANAN;280119, 703091, 803281
T424;BALA BALA KANTONG 1 KG, DODO COTTON BUDS 122, GULA PUTIH LOKAL, HUNKWEE, KETAN HITAM, KETUMBAR, KRESEK LOREK JATAYU, MAMA LIME 230 ML TOTAL CLEAN, MASAKO 11 GR SCT SAPI 1 RTG, MIE SEDAP AYAM BAWANG, PATI MATAHARI, ROSE BRAND 500 GR BERAS, SARIMI ISI 2 GORENG RASA AYAM KREME, TEPUNG BERAS CAP LOMBOK, TERIGU SEGITIGA;2023-12-09;PLASTIK & MIKA, TISSU & KAPAS, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;682365, 112262, 859384, 046523, 136542, 469856, 256662, 108324, 033147, 200318, 046758, 115008, 017748, 046757, 845924
T425;BAWANG PUTIH 1 ONS, INDOFOOD BUMBU OPOR AYAM 45G, MAMA KOKO SANTAN CAIR 65 ML, MINI CONCERTO 30 ML 1 PCS, SAYANG DET 260 GR LAVENDER;2023-12-10;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN;896564, 440287, 049290, MC, 306514
